"","PID","SCH_CODE","QU_AGREE1","QU_AGREE2","SEX","Q1A1","Q1A2","Q1A3","Q1A4","Q1A5","Q1A6","Q1A7","Q1A8","Q1A9","Q1A10","Q1A11","Q1A12","Q1A13","Q2A1","Q2A2","Q2A3","Q2A4","Q2A5","Q2A6","Q2A7","Q2A8","Q2A9","Q3A1","Q3A2","Q3A3","Q3A4","Q3A5","Q3A6","Q3A7","Q3A8","Q3A9","Q3A10","Q3A11","Q3A12","Q3A13","Q3A14","Q3A15","Q4A1","Q4A2","Q4A3","Q4A4","Q4A5","Q4A6","Q4A7","Q4A8","Q4A9","Q4A10","Q4A11","Q4A12","Q4A13","Q4A14","Q4A15","Q5","Q5_OTHERS","Q6","Q6_OTHERS","Q7A1","Q7A2","Q7A3","Q7A4","Q7A5","Q7A6","Q7A7","Q8A1","Q8A2","Q8A3","Q8A4","Q8A5","Q8A6","Q8A7","Q8A8","Q8A9","Q8A10","Q9A1","Q9A2","Q9A3","Q9A4","Q9A5","Q9A6","Q9A7","Q9A8","BQ1A1","BQ1A1_N","BQ1A2","BQ1A2_N","BQ1A3","BQ1A3_N","BQ1A4","BQ1A4_N","BQ1A5","BQ1A5_N","BQ1A6","BQ1A6_N","BQ1A7","BQ1A7_N","BQ1A8","BQ1A8_N","BQ1A9","BQ1A9_N","BQ1A10","BQ1A10_N","BQ1A11","BQ1A11_N","BQ1A11_OTHERS","BQ2","BQ2_1","BQ3A1","BQ3A2","BQ4","BQ5A1","BQ5A2","BQ5A3","DM1","DM2","DM3","DM4","DM5","DM6","obsn","wgt_a","wgt_b"
"45",146221,1462,1,1,1,1,2,1,3,1,1,2,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,4,2,4,2,4,4,2,3,3,3,3,2,2,1,1,2,1,3,2,3,3,1,1,1,"                                                                                                                                                      ",5,"                                                                                                                                                      ",1,1,1,1,1,1,1,2,2,2,3,2,3,5,2,2,2,4,2,4,3,3,2,2,3,2,0,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",9,9,1,1,6,1,1,1,1,3,3,7,1,1,45,590.756097560976,0.859836510463078
"46",146222,1462,1,1,1,2,1,1,4,4,2,4,5,3,1,1,4,1,4,5,5,4,4,4,4,5,3,2,1,1,4,4,2,3,1,1,3,1,4,4,1,3,1,1,4,1,1,1,1,1,1,1,1,4,4,1,3,1,"                                                                                                                                                      ",8,"인터넷 댓글창                                                                                                                                         ",5,4,5,5,5,5,4,2,2,2,3,2,2,3,4,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,2,0,2,0,1,1,2,0,"                                                                                                    ",2,9,5,5,7,1,1,1,1,3,3,7,1,1,46,590.756097560976,0.859836510463078
"47",146223,1462,1,1,1,2,3,2,3,3,3,2,4,3,1,1,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,2,2,2,1,2,4,2,2,4,4,4,4,1,2,2,"                                                                                                                                                      ",8,"                                                                                                                                                      ",3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,1,1,2,0,2,0,"                                                                                                    ",2,9,6,6,9,1,1,1,1,3,3,7,1,1,47,590.756097560976,0.859836510463078
"48",146224,1462,1,1,1,4,2,4,4,4,5,4,2,4,2,2,4,3,4,4,4,4,4,4,4,5,2,2,3,5,4,3,5,3,4,4,2,4,4,4,2,5,1,1,4,4,4,5,4,1,1,1,1,1,1,1,5,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,5,1,1,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,6,8,1,1,1,1,3,3,7,1,1,48,590.756097560976,0.859836510463078
"49",146225,1462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,"                                                                                                                                                      ",8,"없다                                                                                                                                                  ",3,3,3,3,3,3,3,1,1,1,4,1,1,9,2,4,4,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,6,5,8,1,1,1,1,3,3,7,1,1,49,590.756097560976,0.859836510463078
"50",146226,1462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,0,2,0,1,2,1,3,2,0,"                                                                                                    ",2,9,5,5,10,1,1,1,1,3,3,7,1,1,50,590.756097560976,0.859836510463078
"51",146301,1463,1,1,1,4,4,3,5,2,4,2,3,3,1,1,3,2,2,3,3,3,3,3,3,3,3,2,2,1,5,1,2,1,1,1,1,1,1,1,1,5,1,1,1,2,4,1,1,4,9,1,1,1,1,1,1,1,"                                                                                                                                                      ",8,"SNS                                                                                                                                                   ",3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,2,3,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,5,6,1,1,1,1,3,3,9,1,1,51,555.9375,0.809158571547758
"52",146302,1463,1,1,1,1,4,1,3,4,4,1,2,2,1,1,1,1,3,4,4,1,2,3,1,4,1,3,2,1,2,4,4,1,1,1,2,1,2,2,1,3,4,4,1,1,4,3,4,4,2,4,1,4,4,2,2,1,"                                                                                                                                                      ",3,"                                                                                                                                                      ",3,4,4,3,3,4,4,2,3,1,2,1,3,3,2,3,1,3,3,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,6,1,1,1,1,3,3,9,1,1,52,555.9375,0.809158571547758
"53",146303,1463,1,1,1,3,4,3,4,4,3,4,3,4,3,2,4,3,3,3,3,3,3,2,2,4,3,2,4,3,3,4,4,3,3,3,3,3,4,3,3,4,4,4,2,1,4,2,4,3,1,1,3,4,4,5,1,1,"                                                                                                                                                      ",5,"                                                                                                                                                      ",3,4,4,3,3,3,3,4,3,3,4,3,4,4,3,2,2,4,4,3,3,3,3,2,2,2,0,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,"                                                                                                    ",2,9,5,5,5,1,1,1,1,3,3,9,1,1,53,555.9375,0.809158571547758
"54",146304,1463,1,1,2,3,3,3,4,3,4,3,4,4,2,2,4,3,3,3,3,3,3,3,3,2,2,3,3,3,4,3,4,3,3,3,3,2,3,3,3,3,4,4,2,3,4,2,1,1,1,2,1,4,4,1,2,1,"                                                                                                                                                      ",3,"                                                                                                                                                      ",3,3,3,3,3,3,3,2,2,1,2,2,3,2,2,2,1,2,1,2,2,3,2,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,1,1,2,0,2,0,2,0,"                                                                                                    ",2,9,5,3,5,1,1,1,2,3,3,9,1,1,54,2693.8,3.92078490843908
"55",146305,1463,1,1,2,4,2,2,4,3,4,1,3,4,2,2,2,2,4,4,4,4,4,4,4,4,4,2,2,2,4,2,4,2,3,3,1,1,4,2,2,4,4,4,2,1,4,2,1,5,1,3,4,5,1,1,2,1,"                                                                                                                                                      ",5,"                                                                                                                                                      ",4,4,4,4,4,4,4,2,2,4,3,3,4,4,2,2,2,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,3,9,1,1,1,2,3,3,9,1,1,55,2693.8,3.92078490843908
"56",146306,1463,1,1,2,1,4,4,4,4,4,2,3,5,3,2,4,2,5,5,5,5,5,5,5,5,5,2,2,4,5,4,5,2,3,4,2,2,2,3,2,5,1,1,3,2,3,2,1,3,1,4,1,1,1,1,2,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",5,3,3,5,5,5,5,3,4,2,2,2,4,4,2,1,1,2,4,3,4,1,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,1,1,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,3,6,1,1,1,2,3,3,9,1,1,56,2693.8,3.92078490843908
"57",146307,1463,1,1,2,2,2,3,3,2,3,3,3,4,1,1,3,1,3,3,3,4,3,4,4,4,2,4,3,4,4,3,5,3,3,2,2,2,4,3,3,5,4,1,2,3,4,2,1,3,4,4,4,3,1,1,2,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",4,4,4,5,4,3,5,3,3,2,4,3,3,3,3,4,3,2,3,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,1,1,2,0,2,0,2,0,"                                                                                                    ",2,9,6,5,6,1,1,1,2,3,3,9,1,1,57,2693.8,3.92078490843908
"58",146308,1463,1,1,1,4,4,5,4,4,5,2,4,4,2,1,1,3,4,2,2,2,2,2,2,2,2,4,4,5,5,4,1,2,2,2,2,2,2,4,2,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,"                                                                                                                                                      ",6,"                                                                                                                                                      ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,1,1,2,0,2,0,2,0,"                                                                                                    ",2,9,3,3,6,1,1,1,1,3,3,9,1,1,58,555.9375,0.809158571547758
"59",146309,1463,1,1,1,2,2,3,4,3,4,2,4,4,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,4,2,1,1,1,4,4,4,4,1,1,3,"                                                                                                                                                      ",5,"                                                                                                                                                      ",4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,3,5,6,1,1,1,1,3,3,9,1,1,59,555.9375,0.809158571547758
"60",146310,1463,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,4,2,2,4,4,4,4,4,4,1,"                                                                                                                                                      ",5,"                                                                                                                                                      ",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,2,2,3,3,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,5,1,1,1,2,3,3,9,1,1,60,2693.8,3.92078490843908
"61",146311,1463,1,1,2,1,3,5,5,2,3,2,5,5,3,3,4,2,4,4,4,4,3,3,3,4,4,1,2,5,5,3,4,2,3,4,2,2,2,4,3,5,4,4,2,1,1,2,4,3,1,2,4,3,4,3,5,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",3,3,3,3,3,3,3,4,4,4,4,4,4,5,3,3,5,4,3,2,5,2,5,5,5,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,0,2,0,"                                                                                                    ",2,9,4,5,5,1,1,1,2,3,3,9,1,1,61,2693.8,3.92078490843908
"62",146312,1463,1,1,2,2,4,4,5,4,4,4,4,4,1,1,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,5,5,4,2,2,3,3,4,4,2,4,1,1,3,4,4,3,2,1,1,3,2,4,4,1,3,1,"                                                                                                                                                      ",8,"인터넷 사람들 (댓글)                                                                                                                                  ",4,5,5,5,5,5,5,4,5,2,5,4,4,4,4,2,1,4,4,4,4,4,2,2,2,2,0,2,0,1,1,1,1,2,0,1,2,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,1,7,1,1,1,2,3,3,9,1,1,62,2693.8,3.92078490843908
"63",146313,1463,1,1,1,3,5,4,3,3,5,3,4,4,2,1,4,3,5,5,5,5,5,5,5,5,5,3,3,3,3,3,5,3,4,4,4,4,3,3,3,3,4,4,1,1,1,4,1,2,3,1,1,1,1,4,2,1,"                                                                                                                                                      ",5,"                                                                                                                                                      ",1,2,1,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,3,4,6,1,1,1,1,3,3,9,1,1,63,555.9375,0.809158571547758
"64",146314,1463,1,1,2,1,5,5,5,5,5,5,5,5,2,2,2,2,5,5,5,5,3,2,3,5,5,3,4,4,5,4,5,3,4,2,3,2,4,1,2,2,3,3,2,1,5,5,1,5,3,4,4,3,1,1,1,1,"                                                                                                                                                      ",8,"잘모르는 사람                                                                                                                                         ",3,5,5,2,2,2,4,4,4,3,4,1,1,4,5,2,1,4,1,1,4,4,1,1,1,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,5,6,1,1,1,2,3,3,9,1,1,64,2693.8,3.92078490843908
