temp,wind,humidity,barometer,day_power,cloud cover
0.3120518064076346,0.2347844920944337,0.7787691530784462,0.6385197242876153,0.058823529411764705,2
0.36993865030674844,0.412923561859732,0.7259099788701511,0.4244388958629326,0.058823529411764705,3
0.352760736196319,0.5721869686035419,0.7096439819798268,0.2963126457077436,0.058823529411764705,5
0.3485196052280608,0.33460462751080594,0.7511132604968893,0.118489071806815,0.029411764705882353,3
0.3484662576687116,0.31338393264485087,0.7354782123350476,0.16024058158944143,0.029411764705882353,6
0.3325780814277746,0.3476874003189792,0.7523204778317805,0.21584246821862685,0.14705882352941177,6
0.3011588275391956,0.35260991986138185,0.6142097126429142,0.3421776496392681,0.058823529411764705,4
0.33251533742331285,0.3571813694993986,0.7437706813379581,0.281745320108703,0.058823529411764705,3
0.33308652422255125,0.4489256346485626,0.716671684490251,0.1235787177385621,0.08823529411764705,6
0.3239263803680981,0.5940856870308158,0.6707331658892477,0.22811107585769363,0.058823529411764705,5
0.26754163014899207,0.5159565580618213,0.7337627647638412,0.44361763135128385,0.029411764705882353,6
0.24902398215281646,0.41467304625199364,0.6274586554457382,0.6708117998347127,0.11764705882352941,5
0.15506475800954325,0.12943469785575049,0.6225376195475465,0.7149393258013621,0.14705882352941177,4
0.05337423312883434,0.1103230890464933,0.6469720527847547,0.5861693175704588,0.14705882352941177,2
0.1710401561628555,0.17791954634059898,0.577718338751708,0.6099841861246738,0.08823529411764705,6
0.2502181322426721,0.2810482997617501,0.7641120369262935,0.7294625079894974,0.029411764705882353,7
0.4451506169435444,0.42639682852574634,0.6131804207782969,0.6627017162455981,0.11764705882352941,4
0.3964723926380368,0.624963081103432,0.6099700509460109,0.6196505898537854,0.058823529411764705,3
0.4129610041604963,0.7070421904057717,0.7084012114263403,0.5204622309832505,0.029411764705882353,3
0.3517791411042944,0.5144466103530431,0.652184968128037,0.5738569845452091,0.08823529411764705,6
0.3178644463920537,0.4756335282651072,0.7272313063486369,0.6692456403455029,0.058823529411764705,6
0.4168444918644971,0.3732519705059751,0.747854514316816,0.6492392159026643,0.029411764705882353,3
0.42491067214993583,0.6478589636484374,0.5453717832619878,0.34640692796877737,0.1764705882352941,5
0.3981595092024539,0.9909170088341421,0.5760076545867718,0.17613220951566788,0.058823529411764705,6
0.2953763279964088,0.5459991442019684,0.7200756901720435,0.1433315018752559,0.08823529411764705,3
0.2820063372210611,0.34145192039928873,0.7227836549688003,0.2951084037563749,0.1764705882352941,4
0.25073352894105094,0.2851089075345368,0.6719257283211044,0.2866106917020588,0.29411764705882354,4
0.17361963190184046,0.25963253286881505,0.7740700873101305,0.1264708722462089,0.08823529411764705,3
0.21209270620313564,0.25003248862897987,0.7907613390211166,0.16271261260018477,0.11764705882352941,3
0.2429447852760736,0.4023060014101447,0.5543196587330064,0.5899766867611138,0.11764705882352941,5
0.1451223623002764,0.06486301223143326,0.6252647802701623,0.7379856627901216,0.29411764705882354,4
0.20504430811179275,0.2347844920944337,0.6431908286710344,0.5299416479287089,0.2647058823529412,6
0.3794339096486335,0.6159844054580896,0.7078608111977327,0.5169745209750172,0.058823529411764705,6
0.28382733387537873,0.24866718335329624,0.6852276946561513,0.5180993801806384,0.14705882352941177,5
0.2337170034333314,0.3507341237906182,0.5378298178487788,0.5509507728830361,0.08823529411764705,6
0.3265804214457188,0.6356470887363335,0.654654373566715,0.28322796293153196,0.20588235294117646,6
0.2678391274710293,0.2694390296729478,0.6431908286710344,0.32869183760742793,0.3235294117647059,5
0.25164528722810925,0.3062200956937799,0.7344344050479679,0.21672659051092502,0.14705882352941177,6
0.20312201772324467,0.029629629629629645,0.7094809676319065,0.245702225103809,0.20588235294117646,4
0.2732995465457455,0.3779981354352064,0.7211327956402136,0.3129959761121768,0.23529411764705882,5
0.24705800334634687,0.1435406698564593,0.6971291675274454,0.4591529230587863,0.23529411764705882,3
0.30059815950920243,0.5684210526315789,0.42924690029103374,0.3707053289373867,0.20588235294117646,4
0.2964850234572356,0.18997821350762528,0.5537980962029592,0.6600400698829141,0.29411764705882354,5
0.2742467620995228,0.2607753952783192,0.5729032943959389,0.8001765736436237,0.5,2
0.2678391274710293,0.4004331817197314,0.473301527816538,0.8027699990343624,0.5294117647058824,4
0.3016268008547597,0.3720787611976258,0.5549037868434104,0.7398051273005759,0.3529411764705882,5
0.31905841557748726,0.2708704127468429,0.4421841226259253,0.7419259842151327,0.47058823529411764,2
0.3083310094813162,0.21655147970937444,0.6572687767520922,0.6748787623792794,0.14705882352941177,3
0.345411554192229,0.2345679012345679,0.6155629975149173,0.6476183250334522,0.20588235294117646,6
0.3766487730061349,0.32261208576998046,0.6549904317665352,0.5703423528438023,0.29411764705882354,5
0.3844580777096114,0.2902317522200563,0.5958883174527236,0.530979018085004,0.29411764705882354,3
0.3613905930470347,0.42330517652155075,0.7114796652890183,0.518184786157363,0.29411764705882354,6
0.4149495804245116,0.5331720104859851,0.5579819825764669,0.4514234585125685,0.4117647058823529,3
0.41055428734484234,0.5010199918400653,0.4946461468853639,0.4284964965979725,0.3529411764705882,5
0.4488984941438928,0.19422293106503635,0.554210928807269,0.5466810299961988,0.2647058823529412,5
0.6086556415044011,0.29934740232223067,0.49432406150710084,0.4354507576052917,0.5,4
0.5321249302844395,0.3125996810207336,0.5783997129529961,0.3868317195488853,0.3235294117647059,5
0.4620050195203569,0.21336168704589759,0.671747978529464,0.4179528242377426,0.23529411764705882,5
0.38744094210563423,0.48477515628150836,0.6277640990532123,0.44659432157808787,0.23529411764705882,6
0.3735650988411724,0.1620099631795538,0.6272012474141406,0.48533473120801496,0.4411764705882353,4
0.43787986874019114,0.2710911646040165,0.4992652301336309,0.43772426601153036,0.5882352941176471,5
0.5250535026394635,0.3461625640328211,0.39712248358704916,0.43501021618401303,0.3529411764705882,4
0.4311742045940933,0.14162020037173034,0.5799684582071245,0.4444189222527388,0.38235294117647056,4
0.4654204258390472,0.2938195161105377,0.5938308345704026,0.4125357549456439,0.5,4
0.42513910686260514,0.503558638197561,0.5757851375294487,0.33187632273838297,0.29411764705882354,6
0.36523517382413084,0.3508771929824561,0.515583500872342,0.5080827767782008,0.7058823529411764,5
0.4198009757982706,0.3234946508879373,0.435756438231371,0.713196761759292,0.6764705882352942,5
0.5059742915571136,0.3137473312911909,0.3535462265279272,0.6696161296870375,0.6764705882352942,2
