"","nsp","hom","cm","my"
"4316",1,1.72727272727273,3,3
"4317",3,3,3,1.8
"4318",2,3,3,2.4
"4319",3,2,4,2.4
"4320",1,1,5,1.8
"4321",3,3,3,1.8
"4322",3,1.54545454545455,4,2.4
"4323",2,2.90909090909091,3,3
"4324",3.88888888888889,2.81818181818182,4.42857142857143,4.2
"4325",4,2.90909090909091,4,3
"4326",3.66666666666667,4.81818181818182,4.28571428571429,2.3
"4327",3.11111111111111,2.09090909090909,3.28571428571429,3.4
"4328",2.55555555555556,1.90909090909091,3.28571428571429,2.6
"4329",2.77777777777778,3,3.42857142857143,2.5
"4330",2.55555555555556,2.09090909090909,2.85714285714286,1.8
"4331",2.22222222222222,2,3,1.8
"4332",2.44444444444444,1.54545454545455,3.28571428571429,1.8
"4333",1.11111111111111,1,1,1.8
"4334",3,1,3,2.4
"4335",1.33333333333333,1.09090909090909,4.28571428571429,1.8
"4336",3.22222222222222,3.27272727272727,4.28571428571429,2.8
"4337",1,1,5,1.8
"4339",5,1,5,1.4
"4340",1,1,1,1.6
"4341",1,1.18181818181818,4,2.1
"4342",1,1,1,1.8
"4343",3,1.90909090909091,3.14285714285714,2.4
"4344",3.22222222222222,3.09090909090909,3,3
"4345",2.22222222222222,2.09090909090909,3.85714285714286,1.8
"4346",5,1,5,1.8
"4347",1,5,5,3.8
"4348",1.66666666666667,2.18181818181818,5,1.9
"4349",3,2,4,1.8
"4350",1.11111111111111,4.90909090909091,4.14285714285714,1.8
"4351",1.77777777777778,1,5,1.8
"4352",2.55555555555556,1.36363636363636,4.28571428571429,2.1
"4353",3,3,4,2.1
"4354",3,2.90909090909091,3.71428571428571,3.8
"4355",2.55555555555556,3.27272727272727,3.14285714285714,3
"4356",1,1,5,1.8
"4357",5,3.72727272727273,5,3.5
"4358",4.55555555555556,3.90909090909091,4.85714285714286,2.8
"4359",2.44444444444444,2.45454545454545,4,3.4
"4360",3.44444444444444,4,3.57142857142857,2.8
"4361",2,2.45454545454545,3.85714285714286,2.9
"4362",2.22222222222222,1.27272727272727,4.14285714285714,1.9
"4363",2,1,3,1.8
"4364",2,2,4,3
"4365",1,1,3,2.1
"4366",3,1.18181818181818,3,1.8
"4367",2.88888888888889,3.63636363636364,2.57142857142857,3.2
"4369",3.22222222222222,3.90909090909091,3.57142857142857,3.1
"4370",2.11111111111111,2.27272727272727,3.42857142857143,2.4
"4371",3.88888888888889,4.36363636363636,4.28571428571429,3.3
"4372",4,3.54545454545455,5,4.5
"4373",3.55555555555556,3.18181818181818,4.42857142857143,3
"4374",3.66666666666667,2.90909090909091,4,3.1
"4375",1,1,3.85714285714286,1.8
"4376",2.22222222222222,3.27272727272727,4,1.3
"4377",4.33333333333333,3.18181818181818,4,3.7
"4378",4,2.09090909090909,5,2.7
"4379",3.22222222222222,1.27272727272727,2.57142857142857,3.3
"4380",3.55555555555556,1.72727272727273,3.71428571428571,2.4
"4381",1,3,4,1.8
"4382",1,1,4.71428571428571,1.8
"4383",1,1.09090909090909,3.85714285714286,1.8
"4384",4.11111111111111,3.27272727272727,3.57142857142857,3
"4385",4.22222222222222,2.18181818181818,4.42857142857143,3.4
"4386",3,3.72727272727273,4,2.4
"4387",3,2,4.14285714285714,1.8
"4388",3,2.18181818181818,4.28571428571429,3.3
"4389",4.11111111111111,2.45454545454545,4,2.7
"4390",1.66666666666667,1,4,1.6
"4391",2.88888888888889,2,3,3
"4392",3,3,3,3
"4393",2.88888888888889,3.54545454545455,4.14285714285714,2
"4394",3.77777777777778,2.27272727272727,3.85714285714286,3
"4395",4,3.72727272727273,5,1.8
"4397",3,1.54545454545455,2.14285714285714,1.4
"4398",2.77777777777778,3,4,1.9
"4400",3,3,3.42857142857143,1.9
"4402",2,1,4,1.8
"4404",3.88888888888889,2.27272727272727,4,3
"4407",4.33333333333333,3.63636363636364,4.42857142857143,1
"4408",2,3,4,2.9
"4409",2.33333333333333,2.27272727272727,2.28571428571429,3.6
"4410",2,4.72727272727273,5,3.2
"4411",2.77777777777778,3.45454545454545,3,2.8
"4412",3.88888888888889,3.63636363636364,4.71428571428571,4.2
"4413",3.66666666666667,3.54545454545455,4,3
"4414",2,1.45454545454545,4,3.5
"4415",3.11111111111111,2.72727272727273,4.57142857142857,1.8
"4416",3,3.18181818181818,3,1.8
"4417",3,1.09090909090909,4,2.7
"4418",3,3.18181818181818,3.57142857142857,1.8
"4420",1.44444444444444,1.54545454545455,3.71428571428571,1.8
"4421",4.11111111111111,2.45454545454545,3.85714285714286,3.5
"4422",1,5,5,1.8
"4423",3.88888888888889,2.90909090909091,4.71428571428571,2.4
"4424",2.55555555555556,1.90909090909091,3,2.2
"4425",2.33333333333333,2,3.42857142857143,1.5
"4426",1,1,3,2.4
"4427",1,1.27272727272727,4,1.3
"4428",2.33333333333333,2.27272727272727,3.28571428571429,2.4
"4429",1.22222222222222,1.09090909090909,4.14285714285714,1.8
"4430",1.55555555555556,1.27272727272727,1.71428571428571,1.8
"4431",4.66666666666667,3,4.57142857142857,2.4
"4432",1.88888888888889,5,5,3.9
"4433",1.22222222222222,1,4.71428571428571,3.6
"4434",2.88888888888889,4.09090909090909,3.57142857142857,2.4
"4435",1.11111111111111,1.09090909090909,2.57142857142857,2.2
"4436",3,3,3,1.8
"4437",1,1,5,1.8
"4438",2,1.90909090909091,3.42857142857143,1.8
"4439",1,1,3,2.3
"4440",3,1,5,1.8
"4441",2.11111111111111,2.72727272727273,4,3.2
"4443",1,1,1,1.8
"4444",2.11111111111111,1.45454545454545,3.85714285714286,3.3
"4445",3.33333333333333,1.90909090909091,4.14285714285714,3
"4446",1.44444444444444,1.27272727272727,4.14285714285714,2.9
"4448",3.88888888888889,2.72727272727273,4.28571428571429,3.2
"4449",2.77777777777778,1,5,3.9
"4451",3.44444444444444,3.90909090909091,1.71428571428571,2.7
"4452",1,4.72727272727273,4.71428571428571,2.6
"4453",1.44444444444444,1.54545454545455,5,4.2
"4454",1,1.45454545454545,4.57142857142857,1.8
"4456",3,1.09090909090909,3,2.6
"4457",2,2.36363636363636,3.14285714285714,1.2
"4458",1.88888888888889,1,4,3.4
"4459",3.22222222222222,2.18181818181818,4,3.6
"4460",2.33333333333333,3.90909090909091,4.28571428571429,1.1
"4461",3.66666666666667,2.81818181818182,4.57142857142857,1.4
"4462",3.44444444444444,2.54545454545455,3,1.8
"4463",2,3,4,3.4
"4464",2,2.18181818181818,3.85714285714286,1.9
"4465",2.66666666666667,1.27272727272727,4.42857142857143,3.3
"4466",4,3,4,3
"4467",2,2.18181818181818,2.57142857142857,1.9
"4468",3.33333333333333,1.90909090909091,3.42857142857143,2.4
"4469",3.22222222222222,1.63636363636364,4.28571428571429,1.6
"4470",3,3.45454545454545,3,3
"4471",2,3.09090909090909,4,2.4
"4473",2,3.18181818181818,3,2.6
"4474",1.66666666666667,1.90909090909091,4.57142857142857,1.6
"4475",1.66666666666667,1.90909090909091,3,2.9
"4476",3.77777777777778,1.27272727272727,5,3.1
"4477",1.44444444444444,1,1,1.8
"4478",3,3,4,1.8
"4479",3.66666666666667,3.36363636363636,3.57142857142857,2.1
"4480",1,1,1,1.6
"4481",1,1,3,1.5
"4482",2.33333333333333,2,3,2.4
"4483",3.33333333333333,3,3.57142857142857,2.6
"4484",3,1.54545454545455,3.71428571428571,3.4
"4485",3,2.45454545454545,3.85714285714286,3
"4486",3,3,3,3
"4487",3.66666666666667,1.09090909090909,3.85714285714286,1.8
"4489",3.22222222222222,2.36363636363636,3.14285714285714,2.5
"4490",1,1,4,1.8
"4491",4,2,2,2.1
"4492",1,1,4.28571428571429,1.8
"4493",1.88888888888889,1.72727272727273,4,3.6
"4494",1,2.27272727272727,3,1.8
"4495",4,2.72727272727273,3.57142857142857,3.6
"4496",1.44444444444444,1.18181818181818,4.71428571428571,2.4
"4497",1,1,5,1.8
"4498",4.22222222222222,1.09090909090909,4.14285714285714,3.9
"4499",1.88888888888889,3.36363636363636,4.85714285714286,3.3
"4500",1.55555555555556,1.27272727272727,4.85714285714286,2
"4501",2.44444444444444,1,3.14285714285714,1.8
"4502",1.66666666666667,1.09090909090909,5,3.6
"4503",2.88888888888889,1.36363636363636,2.28571428571429,2
"4504",1.55555555555556,1.63636363636364,4,1.2
"4505",3.22222222222222,1.63636363636364,4.57142857142857,3.4
"4506",5,3.81818181818182,5,3.8
"4507",1.44444444444444,1.90909090909091,5,1.8
"4508",1,1,5,3.8
"4509",1.44444444444444,2.18181818181818,4.28571428571429,3.3
"4510",2.22222222222222,2.09090909090909,3.42857142857143,2.9
"4511",1,3,4,1.8
"4512",1,1,4,3.1
"4513",5,1,5,1.8
"4514",3.55555555555556,1.54545454545455,4.28571428571429,3.5
"4515",3.77777777777778,1.81818181818182,4,2.1
"4516",3,2,3,2.3
"4517",5,1.36363636363636,5,3.4
"4518",4.66666666666667,2.54545454545455,3.42857142857143,1.5
"4519",3.55555555555556,3.36363636363636,4.57142857142857,4.2
"4520",3.66666666666667,2,2,2.1
"4521",1.11111111111111,1.36363636363636,5,1.8
"4522",3.55555555555556,2.27272727272727,3.28571428571429,1.8
"4523",4.11111111111111,5,4.71428571428571,4.2
"4524",1,1.72727272727273,3.71428571428571,2.7
"4525",3,3,4,3.3
"4526",2.11111111111111,1.18181818181818,4.28571428571429,3.9
"4528",3.66666666666667,3.09090909090909,3.14285714285714,1.8
"4529",4.77777777777778,1.36363636363636,5,3.8
"4531",2,1.36363636363636,1,2.8
"4532",1,1,4,1.8
"4533",1.11111111111111,1,2.71428571428571,1.8
"4534",2,2.09090909090909,3.85714285714286,1.8
"4535",2,2,3,3
"4537",2.66666666666667,1.63636363636364,3,2.4
"4538",4.77777777777778,3.72727272727273,4.85714285714286,4
"4539",1,1,3,1.8
"4540",1.44444444444444,1.54545454545455,4,2.4
"4541",3.88888888888889,1.09090909090909,4.28571428571429,3
"4542",3.11111111111111,2.27272727272727,3.71428571428571,2.9
"4543",2.33333333333333,1,2,2.3
"4544",2.77777777777778,1.81818181818182,4.14285714285714,1.8
"4545",2.44444444444444,1.54545454545455,3.57142857142857,3.3
"4546",3.44444444444444,2.36363636363636,4,3.3
"4547",2.77777777777778,2.18181818181818,4,2.9
"4548",3.44444444444444,1,3,2.5
"4549",3,2.54545454545455,4,2.9
"4550",3.22222222222222,2.54545454545455,4.42857142857143,3.9
"4552",1.11111111111111,2,5,3
"4554",3,3,5,2.2
"4555",2.11111111111111,3.36363636363636,4,1.8
"4556",2.33333333333333,3.09090909090909,4.85714285714286,3
"4557",1.55555555555556,5,4.57142857142857,3.4
"4558",1.77777777777778,2,3.71428571428571,2.1
"4559",1,1,1,1.8
"4560",4.33333333333333,3.18181818181818,4,1.7
"4561",2.33333333333333,1,3.14285714285714,1.8
"4562",2.22222222222222,2.72727272727273,3,2.9
"4563",2.77777777777778,3,4,2.8
"4564",1,3,3,1.8
"4565",1.66666666666667,1.63636363636364,2.28571428571429,1.8
"4566",3,4,3,2.4
"4567",1.33333333333333,1.27272727272727,4.28571428571429,1.8
"4568",1.11111111111111,2.90909090909091,4,1.8
"4569",1,1,5,1.2
"4570",2.11111111111111,2.18181818181818,3.14285714285714,1.7
"4571",1,1.18181818181818,4.28571428571429,1.8
"4572",3.88888888888889,3,3,2
"4573",1,1,1,1.8
"4574",2,2.90909090909091,3.28571428571429,2.8
"4575",2.55555555555556,1,3.14285714285714,2.3
"4576",3,1.90909090909091,3.42857142857143,1.8
"4577",1.33333333333333,1.54545454545455,2.14285714285714,1.8
"4578",1.33333333333333,1.36363636363636,1,2.7
"4579",2.33333333333333,4.90909090909091,5,2.3
"4580",3,1.18181818181818,3,1.8
"4581",1.22222222222222,1,1,1.8
"4582",2.77777777777778,1.72727272727273,3.71428571428571,3.1
"4583",2.11111111111111,2.90909090909091,2.85714285714286,3
"4584",1.88888888888889,1.27272727272727,3.28571428571429,2.8
"4585",3.22222222222222,2,3.28571428571429,3.5
"4586",5,3,3,3.1
"4587",3.44444444444444,1,4.42857142857143,3.4
"4588",1,5,5,3.5
"4589",1,1.09090909090909,1,2.7
"4590",2,1.45454545454545,2.85714285714286,2.4
"4591",2.66666666666667,1.18181818181818,3.14285714285714,1.9
"4592",1,3.54545454545455,4.28571428571429,1.8
"4593",3.22222222222222,3,4.14285714285714,3
"4594",2.66666666666667,1.36363636363636,3,2.5
"4595",1.88888888888889,3.36363636363636,4.57142857142857,3.3
"4596",1,3,3,1.8
"4597",1.44444444444444,1,4.14285714285714,1.8
"4598",2,1,4.85714285714286,1.6
"4599",3.11111111111111,2.54545454545455,3.57142857142857,1.8
"4600",3,2,3,1.8
"4601",2.11111111111111,1,5,3.1
"4604",2.88888888888889,2,3,2.4
"4605",3.11111111111111,1.72727272727273,4.14285714285714,1.8
"4606",2,2.18181818181818,4,2.1
"4607",3,3.27272727272727,4,2.8
"4608",3,2.45454545454545,3,3.1
"4609",3.44444444444444,2.54545454545455,4.28571428571429,3.2
"4610",3,1.90909090909091,5,1.8
"4611",1.11111111111111,1,3,1.8
"4612",2.77777777777778,2,5,2.1
"4613",1,1.18181818181818,5,1.8
"4614",2.22222222222222,1,4,1.8
"4615",2,2,4,1
"4616",3.55555555555556,2.90909090909091,3.85714285714286,2.7
"4617",1,1,3,1
"4618",2.11111111111111,2,4,1.8
"4619",3.44444444444444,2.18181818181818,3.14285714285714,2.3
"4621",2.22222222222222,1.54545454545455,5,3.8
"4622",2,2,4,1.8
"4623",3,3,3,2.4
"4624",1.88888888888889,1.09090909090909,4.85714285714286,2
"4625",1.66666666666667,1.90909090909091,3.71428571428571,2.7
"4626",2.55555555555556,1,3.42857142857143,3.4
"4627",3.44444444444444,1.63636363636364,3.28571428571429,2.6
"4628",3,2.81818181818182,3.42857142857143,3.1
"4629",3,3.36363636363636,3.42857142857143,2.8
"4630",1.11111111111111,2.54545454545455,3.71428571428571,2
"4631",4,3.36363636363636,4,3.1
"4632",2.22222222222222,4,5,2.2
"4633",2.44444444444444,3.54545454545455,4.85714285714286,1.8
"4634",1.44444444444444,1.18181818181818,4.71428571428571,1.9
"4636",2.88888888888889,2.63636363636364,4.14285714285714,1.8
"4637",3.88888888888889,2.45454545454545,4,1.8
"4638",1,5,5,1.8
"4639",2.77777777777778,3,3.14285714285714,2
"4640",2.88888888888889,1,3.28571428571429,2
"4641",1,1,5,1.8
"4642",5,1.45454545454545,5,1.8
"4643",3.66666666666667,2.72727272727273,4.57142857142857,2
"4644",2,2,3,1.9
"4645",3,3.81818181818182,4.42857142857143,3
"4646",2.33333333333333,2,4.42857142857143,2.2
"4647",1.55555555555556,1.36363636363636,3.42857142857143,1.8
"4648",1.55555555555556,1.18181818181818,3.14285714285714,1.8
"4649",4.33333333333333,2.45454545454545,4.14285714285714,3.2
"4650",4.33333333333333,1.81818181818182,5,1.8
"4651",4.11111111111111,1.09090909090909,3.14285714285714,2
"4652",1.44444444444444,1.72727272727273,4.14285714285714,2.4
"4653",3.77777777777778,3.27272727272727,3.71428571428571,2.2
"4654",3,2.81818181818182,3.14285714285714,3.1
"4655",1.55555555555556,1.09090909090909,3.57142857142857,2.4
"4657",1,1,5,2.8
"4658",2.33333333333333,3.27272727272727,3.85714285714286,3.5
"4659",2.11111111111111,2.09090909090909,3.71428571428571,1.8
"4660",2,2.45454545454545,4,1.8
"4661",3.33333333333333,3.27272727272727,4.14285714285714,2.5
"4662",3.55555555555556,1.54545454545455,3.85714285714286,2.4
"4663",2.66666666666667,2.27272727272727,3,2.9
"4664",3,3,3,2.4
"4666",2.33333333333333,1,3,1.8
"4667",3,1,3,1.8
"4668",3,1,3,1.8
"4669",2.88888888888889,3,3,1.8
"4670",3,1,3,1.8
"4671",3,1,3,1.8
"4672",3,1,3,1.8
"4673",1,1,4,1.8
"4674",1,1,4,1.8
"4676",1.22222222222222,4.72727272727273,4.71428571428571,2
"4677",3,1,3,1.8
"4678",2.22222222222222,1.18181818181818,1,2.1
"4679",3.11111111111111,1.54545454545455,3,1.8
"4680",1,1,1,1.8
"4681",1,1,4,2.4
"4684",1,1,4,2.3
"4685",1,1,3,2
"4686",1,1,5,1.8
"4687",1,1,4,1.8
"4688",1.33333333333333,4.09090909090909,2.71428571428571,1.8
"4689",1.55555555555556,1.54545454545455,3.14285714285714,2.5
"4690",4,2.18181818181818,1,1.8
"4692",3.22222222222222,2.54545454545455,3.71428571428571,4.2
"4693",3.77777777777778,3,3.71428571428571,2.3
"4694",1,1.45454545454545,4.28571428571429,1.8
"4695",1.88888888888889,2.18181818181818,4.14285714285714,2.6
"4696",2,2.90909090909091,5,3
"4697",3,2,3.28571428571429,2.1
"4698",2,4.09090909090909,4.85714285714286,3.4
"4699",3.33333333333333,1.18181818181818,3,3.4
"4700",1,2,4.42857142857143,1.8
"4701",3,3.09090909090909,3.42857142857143,3
"4702",2.55555555555556,1.09090909090909,4.42857142857143,1.8
"4703",3.66666666666667,4.09090909090909,4.28571428571429,2.5
"4704",3,3,3,1.8
"4705",2.77777777777778,1.18181818181818,3.28571428571429,1.8
"4706",1.66666666666667,3,4,3.5
"4707",1.88888888888889,1.72727272727273,2.57142857142857,3.2
"4708",1,2,4.14285714285714,2
"4709",3.55555555555556,1.63636363636364,3.57142857142857,1.5
"4710",1,1.36363636363636,5,1.8
"4711",1,1,3,2.6
"4712",2.44444444444444,1.36363636363636,3.14285714285714,1.6
"4713",1,1,3.85714285714286,1.8
"4714",2.11111111111111,2.27272727272727,5,1.8
"4715",3.55555555555556,2,3.71428571428571,1.8
"4716",2.11111111111111,1.54545454545455,4.71428571428571,1.7
"4717",2.22222222222222,1.81818181818182,3.42857142857143,2.3
"4718",1.11111111111111,1.72727272727273,2,1.8
"4719",2.55555555555556,2.90909090909091,3.71428571428571,3.4
"4720",1,1,5,1.8
"4721",3.44444444444444,2.18181818181818,4.14285714285714,2.5
"4722",1.66666666666667,3,2,2.4
"4723",2.66666666666667,1.36363636363636,4.85714285714286,1.8
"4724",1.77777777777778,1.45454545454545,4.57142857142857,3.6
"4725",3.33333333333333,2.72727272727273,3.28571428571429,3
"4726",5,1,4.57142857142857,1.8
"4727",3.66666666666667,3.81818181818182,4.14285714285714,3.2
"4728",1.66666666666667,1.09090909090909,4.14285714285714,1.8
"4729",3.66666666666667,1.63636363636364,4.57142857142857,1.8
"4730",1.77777777777778,1.18181818181818,3.28571428571429,1.5
"4731",2.33333333333333,2.27272727272727,3.28571428571429,3
"4732",1,1,5,1.8
"4733",2.22222222222222,2.09090909090909,3.28571428571429,2.8
"4734",1,4.90909090909091,3,4.3
"4735",1.33333333333333,1.18181818181818,2.71428571428571,2.1
"4736",2.22222222222222,1.09090909090909,4.42857142857143,2.6
"4737",3,3,3.42857142857143,3.1
"4738",2,1.45454545454545,4.28571428571429,1.8
"4739",3,3,3,2.4
"4740",3,4.27272727272727,3.57142857142857,3.2
"4741",2.77777777777778,5,5,2.7
"4742",2.88888888888889,2.18181818181818,3,1.8
"4743",3.88888888888889,2.72727272727273,4.57142857142857,2.6
"4744",3.66666666666667,1.54545454545455,5,3.1
"4745",2.77777777777778,3,3,1.7
"4747",3.88888888888889,2.90909090909091,4.71428571428571,2.5
"4749",2.77777777777778,2.81818181818182,3.85714285714286,2.5
"4751",1,3,4.85714285714286,3
"4752",3.44444444444444,3.18181818181818,3.28571428571429,3
"4753",3.22222222222222,1.81818181818182,4.57142857142857,2.9
"4754",2,2,3,1.8
"4755",4,2,4,3.6
"4756",2,3.72727272727273,4.71428571428571,2.7
"4757",1.66666666666667,2,4,3.2
"4758",3.44444444444444,3.45454545454545,4,3.1
"4759",2.11111111111111,1.63636363636364,4.42857142857143,3.2
"4760",3.66666666666667,3.45454545454545,4.42857142857143,3.3
"4761",2,1.90909090909091,4.28571428571429,2.8
"4762",2.88888888888889,2.36363636363636,3.71428571428571,3.4
"4763",2.44444444444444,2,5,3.4
"4764",1.33333333333333,1,4.14285714285714,1
"4765",1.77777777777778,2,3.71428571428571,3.4
"4766",2,2.63636363636364,4.85714285714286,3.6
"4767",2.77777777777778,3.27272727272727,3.28571428571429,2.4
"4768",1,1,4.57142857142857,1.8
"4769",3,1.72727272727273,4.71428571428571,3
"4770",1.22222222222222,2.27272727272727,4.14285714285714,2.1
"4771",1,5,1,2
"4772",3.44444444444444,3.63636363636364,5,3.6
"4773",2.88888888888889,2.18181818181818,3.71428571428571,2.6
"4774",3,3,4,1.8
"4775",1.22222222222222,1.27272727272727,4,3
"4776",2.11111111111111,5,5,1.8
"4777",5,1,5,4.2
"4778",2.66666666666667,2.09090909090909,3.85714285714286,2.9
"4779",2.66666666666667,1.72727272727273,4.28571428571429,2.8
"4780",3.22222222222222,3,3.85714285714286,2.4
"4781",3.77777777777778,3.27272727272727,4.85714285714286,3.5
"4782",3.22222222222222,1,4.57142857142857,1.8
"4783",3.44444444444444,1.90909090909091,4.28571428571429,3.4
"4784",3.88888888888889,2.81818181818182,4,1.6
"4786",3.11111111111111,2.27272727272727,4,2.6
"4787",2.66666666666667,1.90909090909091,3.85714285714286,2.2
"4788",2,1.18181818181818,4.28571428571429,1.8
"4789",2.77777777777778,2.18181818181818,1,1.8
"4790",3,1,5,3.3
"4791",3,3,4,1.6
"4792",3.44444444444444,3.09090909090909,4.28571428571429,2.9
"4793",3.33333333333333,1,4.42857142857143,1.2
"4794",3.11111111111111,5,4.85714285714286,2.1
"4795",2.55555555555556,1.27272727272727,4.14285714285714,2.9
"4796",2.33333333333333,1.27272727272727,4.28571428571429,2
"4797",3.11111111111111,2.09090909090909,3.71428571428571,1.9
"4798",3.33333333333333,3.72727272727273,3.14285714285714,3
"4799",3.33333333333333,2.81818181818182,4.85714285714286,3.2
"4800",2.66666666666667,3.45454545454545,5,2.9
"4802",5,3.81818181818182,4.28571428571429,3
"4803",5,3.63636363636364,1,1.8
"4804",3.11111111111111,2.81818181818182,3.28571428571429,2.4
"4805",3,3.36363636363636,4,4.8
"4806",3.77777777777778,3.45454545454545,4.14285714285714,3.3
"4808",4,2.09090909090909,3.57142857142857,1.7
"4809",1.88888888888889,1,1,1.8
"4810",3,3,3,3.4
"4811",3.66666666666667,3.63636363636364,1.57142857142857,1.8
"4812",2.66666666666667,3.90909090909091,3.85714285714286,1.8
"4813",4,2.18181818181818,3.71428571428571,3.7
"4815",3.33333333333333,2.27272727272727,3.71428571428571,1.8
"4817",3,3,3,1.8
"4818",3.66666666666667,1.54545454545455,3.85714285714286,3
"4819",2.33333333333333,1,3,1.8
"4820",1,1,3,1.8
"4821",1,1.09090909090909,3,1.8
"4822",1.44444444444444,1,5,2.2
"4825",4,2.54545454545455,3,2.4
"4826",1,3,3,1.8
"4827",3.77777777777778,1.63636363636364,3,3.4
"4828",3.33333333333333,2.81818181818182,3.57142857142857,1.8
"4830",1,3,5,3.1
"4831",1,1,5,3.3
"4833",1,1,1.28571428571429,1.8
"4834",2,2,3,2.4
"4835",3.11111111111111,1,2,1.8
"4836",4.55555555555556,3.09090909090909,4,3
"4837",1,1,5,1
"4838",1,4.36363636363636,4,2.1
"4839",3.11111111111111,3.18181818181818,3.28571428571429,3
"4840",2,4,4,3
"4841",2,1,4.14285714285714,3
"4842",4.33333333333333,3.54545454545455,4.14285714285714,2.1
"4843",3,1.36363636363636,2.14285714285714,2.1
"4844",1.88888888888889,1,5,3
"4845",3.77777777777778,2,4,3.6
"4846",1.66666666666667,1.18181818181818,4.85714285714286,2.3
"4847",1,1,4.14285714285714,1.8
"4848",2.66666666666667,1,3.71428571428571,2.3
"4849",2.77777777777778,1.18181818181818,3.28571428571429,3.1
"4850",2.44444444444444,3.45454545454545,4,1.8
"4851",1.33333333333333,1,1,3
"4852",1.44444444444444,1,5,1
"4853",2.88888888888889,1,3,3
"4854",2.55555555555556,3.63636363636364,3,2.7
"4855",4.11111111111111,3.54545454545455,4,2.1
"4856",2.22222222222222,2.27272727272727,4,1.8
"4857",1.44444444444444,1,2.57142857142857,2.7
"4858",3,2.63636363636364,3.85714285714286,3.2
"4859",2.77777777777778,2.36363636363636,4.14285714285714,2.4
"4860",2.88888888888889,4.36363636363636,4.57142857142857,3
"4861",3.22222222222222,2.18181818181818,3.28571428571429,2.2
"4862",2.33333333333333,2.27272727272727,3.28571428571429,3.1
"4863",2.33333333333333,1.90909090909091,3,2.3
"4864",3.44444444444444,1.09090909090909,4.42857142857143,3.2
"4865",3.22222222222222,3.09090909090909,4.14285714285714,2.5
"4866",2.66666666666667,2.09090909090909,4.42857142857143,3
"4867",3.33333333333333,2.18181818181818,3.57142857142857,2
"4868",4,1.18181818181818,4,2.8
"4869",2.55555555555556,3.45454545454545,3.71428571428571,3.7
"4870",3.88888888888889,3.45454545454545,4.71428571428571,1.5
"4871",3.11111111111111,3.09090909090909,3.71428571428571,3.7
"4872",3,2.36363636363636,3,2.5
"4873",3.11111111111111,2.27272727272727,3.57142857142857,3
"4874",4.66666666666667,2.90909090909091,3.28571428571429,2.6
"4875",2.55555555555556,1.90909090909091,3.85714285714286,2.8
"4876",1,1.90909090909091,4,1.8
"4877",3.11111111111111,2.18181818181818,3.57142857142857,2.4
"4878",3.11111111111111,1.45454545454545,4.28571428571429,3
"4879",3.66666666666667,3.27272727272727,3.85714285714286,3.5
"4880",4.55555555555556,3.63636363636364,3.85714285714286,4
"4881",2.77777777777778,1.36363636363636,4.42857142857143,3
"4882",2.88888888888889,3.72727272727273,3.42857142857143,2.2
"4883",3,1.90909090909091,4,2.3
"4884",2.77777777777778,2.90909090909091,3,3
"4885",2.55555555555556,2.81818181818182,3.14285714285714,3.7
"4886",3.11111111111111,1.72727272727273,4.42857142857143,3.7
"4887",3.11111111111111,2,3.14285714285714,2
"4888",3.44444444444444,3.18181818181818,3.14285714285714,3.3
"4889",3.55555555555556,2.45454545454545,3.85714285714286,3.4
"4890",2.22222222222222,1.81818181818182,5,1.8
"4891",3.77777777777778,3,3.85714285714286,2.8
"4892",2.11111111111111,1.09090909090909,3.71428571428571,3
"4893",5,2.54545454545455,5,1.7
"4894",3,3,3.85714285714286,3
"4895",3.33333333333333,1.90909090909091,4.57142857142857,2
"4896",3.88888888888889,2.09090909090909,4.28571428571429,2
"4899",2,3.72727272727273,5,1
"4900",1,1,3,1
"4901",1,1,1,1.8
"4902",2.88888888888889,2.18181818181818,4,3
"4904",1,3,5,4.2
"4905",1,1,2.57142857142857,1.8
"4906",2,4.54545454545455,4,1.8
"4907",4.44444444444444,2.63636363636364,4,2.8
"4908",2.33333333333333,1.36363636363636,3.14285714285714,1.8
"4909",3.33333333333333,2.72727272727273,4,2.1
"4910",1.22222222222222,1,1.28571428571429,1.8
"4911",3,2.63636363636364,3.42857142857143,2.8
"4912",1,1.72727272727273,4.28571428571429,1.8
"4913",3.44444444444444,3.09090909090909,3.85714285714286,1.8
"4914",1,1.36363636363636,5,1.3
"4915",1,1.36363636363636,3,2.2
"4916",2.77777777777778,3,3.28571428571429,2.3
"4917",1,1,3,3.5
"4918",3.55555555555556,2.81818181818182,3.28571428571429,2.6
"4919",1.44444444444444,1.45454545454545,3.71428571428571,2
"4920",3.11111111111111,2.63636363636364,3,2.4
"4921",3,4,3,2.7
"4922",4.88888888888889,4.09090909090909,5,2.6
"4923",1,2.72727272727273,5,2.7
"4924",3,3,3.42857142857143,3
"4926",1,1,4.42857142857143,3.1
"4927",2.66666666666667,2.72727272727273,2.85714285714286,3.2
"4928",3,3,5,4.2
"4929",3,2,3,1.8
"4930",4,2,5,4.2
"4931",1.11111111111111,3,4.28571428571429,3
"4932",1.66666666666667,1,4,1.9
"4935",2.88888888888889,3.54545454545455,3.85714285714286,2.9
"4936",1,3.09090909090909,4,3.7
"4938",1.44444444444444,1.18181818181818,1,1.8
"4939",1,1,1.85714285714286,1.8
"4941",3,1,3,2.1
"4946",1,1,1,1.8
